label,target,source,params,param_fp16_kib,param_fp32_kib,state_fp16_kib,state_fp32_kib,frames_per_call,sample_rate,hop_length,frame_rate,mac_per_call,mac_per_frame,gmac_per_s,onnx_nodes,onnx_unique_ops,onnx_initializer_fp32_kib,mlir_ok,mlir_ops,mlir_size_kib,onnx_path,mlir_path,error
soft_query_legacy_export,online,config_only_recipe:recipes/musdb18hq/models/online-soft-band-query-sfc2d.causal96dim.12l/config.yaml,769430,1887.41796875,3774.8359375,960.375,1920.75,1,44100,512,86.1328125,102543072.0,102543072.0,8.83232319375,725,23,3507.9453125,,,,/home/cmj/works/ASS/logs/one_compile_soft_band_query_legacy/soft_query_legacy_export.onnx,,
